skewness,variance,kurtosis,shannon_entropy,label
0.787439,0.760434,0.706372,0.396909,1
0.78902,0.444019,0.646393,0.770405,1
0.767511,0.307805,0.671919,0.880768,0
0.242514,0.398531,0.419654,0.379208,1
0.564331,0.07783,0.59811,0.761667,1
0.968696,0.210472,0.155997,0.15851,0
0.508845,0.383671,0.878402,0.993062,0
0.094244,0.371725,0.800344,0.725318,1
0.123954,0.266301,0.01342,0.900199,0
0.492775,0.549339,0.747711,0.98489,0
0.557364,0.570436,0.0484,0.481948,0
0.331948,0.182637,0.542694,0.044846,1
0.038303,0.262763,0.356388,0.617045,1
0.84685,0.901544,0.515128,0.786463,1
0.858078,0.09934,0.09915,0.187935,1
0.704775,0.630238,0.521343,0.295691,1
0.126276,0.880897,0.922306,0.165093,0
0.811225,0.347643,0.201318,0.784349,0
0.586669,0.670554,0.211339,0.653334,0
0.869653,0.417406,0.345261,0.54921,1
0.656617,0.854067,0.302064,0.202872,1
0.274117,0.159547,0.034006,0.3793,1
0.518325,0.775061,0.073152,0.547016,1
0.6043,0.144241,0.872562,0.123148,1
0.748473,0.750289,0.727931,0.983913,0
0.550658,0.061412,0.923438,0.222664,1
0.908179,0.159451,0.225959,0.025797,0
0.356218,0.77788,0.814363,0.225306,0
0.568175,0.511956,0.877382,0.835263,1
0.059736,0.487738,0.730806,0.172606,1
0.108428,0.098993,0.228811,0.202931,1
0.418373,0.370787,0.255449,0.222267,1
0.568948,0.54807,0.683185,0.552052,1
0.796225,0.171808,0.785155,0.682433,1
0.96088,0.873065,0.999058,0.035882,0
0.801035,0.363954,0.490255,0.125706,0
0.976264,0.553673,0.384802,0.938006,0
0.900946,0.799169,0.456381,0.759808,1
0.101499,0.069731,0.487984,0.683773,0
0.381958,0.919925,0.516568,0.186101,0
0.739001,0.01326,0.483011,0.884463,0
0.701779,0.101815,0.709342,0.199132,1
0.571778,0.387641,0.31475,0.671806,1
0.133891,0.687053,0.084693,0.220327,1
0.122543,0.586739,0.758154,0.993971,0
0.051028,0.706878,0.704741,0.897952,1
0.13488,0.687542,0.601572,0.393413,1
0.938847,0.084951,0.390411,0.455245,1
0.374062,0.368341,0.748947,0.518542,1
0.180145,0.558535,0.270443,0.588777,0
0.875004,0.062016,0.471152,0.37661,0
0.110876,0.582248,0.437083,0.706388,0
0.394638,0.842148,0.63098,0.63051,0
0.935342,0.898241,0.820472,0.725791,0
0.904401,0.335219,0.768005,0.999573,1
0.426652,0.207786,0.280309,0.516246,0
0.773222,0.357775,0.877128,0.480062,1
0.106185,0.893319,0.725582,0.216895,1
0.54344,0.185981,0.557087,0.501188,1
0.795237,0.335323,0.716962,0.120119,1
0.301609,0.340821,0.407172,0.531274,0
0.337696,0.299061,0.178498,0.327763,1
0.695762,0.189897,0.758126,0.010543,1
0.62223,0.365548,0.205131,0.230793,0
0.659827,0.508025,0.074824,0.040411,0
0.518085,0.303775,0.341519,0.039585,1
0.300689,0.758816,0.978918,0.455997,0
0.68795,0.770708,0.239014,0.215053,0
0.076499,0.344572,0.573739,0.364573,0
0.369574,0.883603,0.903852,0.612503,0
0.956426,0.772978,0.03297,0.541622,0
0.146839,0.838902,0.94518,0.419712,0
0.622218,0.372033,0.27464,0.41423,1
0.557468,0.66317,0.339889,0.4241,1
0.353309,0.711533,0.777024,0.058072,0
0.325411,0.767864,0.266026,0.578175,1
0.001809,0.097741,0.293826,0.660461,1
0.918195,0.846567,0.261009,0.503458,1
0.583101,0.705931,0.524956,0.490001,1
0.915289,0.325851,0.933933,0.333367,1
0.942322,0.048128,0.583022,0.913688,1
0.634675,0.281948,0.810056,0.068027,1
0.53678,0.56946,0.726508,0.721391,0
0.958969,0.707346,0.854624,0.183554,0
0.751876,0.299962,0.65702,0.974907,0
0.457415,0.076374,0.795187,0.737828,1
0.100038,0.927575,0.350603,0.854133,0
0.961864,0.781195,0.458674,0.556049,1
0.285317,0.189981,0.852347,0.763111,1
0.364301,0.658339,0.841953,0.919602,0
0.961167,0.344875,0.860039,0.970727,1
0.330743,0.40917,0.697151,0.85047,0
0.523107,0.660612,0.516763,0.664758,1
0.082488,0.085944,0.098204,0.442128,1
0.631894,0.773473,0.649787,0.480818,0
0.071304,0.382009,0.769921,0.858596,1
0.093712,0.327314,0.946672,0.226288,1
0.75846,0.271697,0.441486,0.770065,1
0.887951,0.080812,0.477282,0.920583,0
0.827121,0.244575,0.875722,0.237541,0
0.741934,0.442771,0.53514,0.149935,0
0.123587,0.010572,0.775234,0.71828,1
0.489652,0.48815,0.411923,0.000389,0
0.588091,0.042179,0.015576,0.539379,1
0.660229,0.876139,0.496866,0.585678,1
0.677883,0.965887,0.997343,0.988264,1
0.762303,0.253315,0.316271,0.585257,0
0.138177,0.643906,0.604005,0.012534,0
0.134733,0.865564,0.448384,0.439256,0
0.153365,0.381115,0.934394,0.277341,1
0.395989,0.170414,0.212269,0.169149,0
0.027568,0.948624,0.154975,0.889957,0
0.398368,0.024846,0.607078,0.686138,0
0.376929,0.961368,0.40372,0.360173,1
0.960315,0.713803,0.371096,0.54798,0
0.390678,0.182443,0.26961,0.68937,1
0.059877,0.345345,0.751304,0.999897,0
0.8389,0.617869,0.08605,0.971261,1
0.569282,0.241814,0.370741,0.982098,1
0.978675,0.503161,0.175046,0.750973,0
0.844356,0.768815,0.746286,0.736817,0
0.813924,0.243371,0.606933,0.636535,0
0.056766,0.832389,0.779621,0.554207,0
0.70963,0.918592,0.357352,0.55999,0
0.604855,0.080755,0.040179,0.029739,1
0.322587,0.397994,0.24265,0.135594,0
0.159399,0.854057,0.055498,0.813827,1
0.361199,0.872686,0.581583,0.848562,0
0.581218,0.188924,0.286739,0.05673,0
0.360456,0.496058,0.917606,0.42784,0
0.621523,0.592169,0.172028,0.249223,0
0.123045,0.774495,0.859265,0.758443,1
0.440749,0.865201,0.371013,0.871733,0
0.420446,0.225902,0.984299,0.271473,0
0.094134,0.639742,0.807638,0.635974,1
0.782611,0.997132,0.557998,0.792294,1
0.305693,0.167911,0.088716,0.377142,0
0.009399,0.148245,0.595013,0.370593,1
0.811758,0.625975,0.803427,0.745151,0
0.812351,0.746174,0.110683,0.072324,0
0.626398,0.234134,0.992153,0.571496,1
0.918027,0.130154,0.812702,0.273252,0
0.272589,0.551757,0.027684,0.75579,0
0.666583,0.219256,0.345092,0.151056,1
0.034739,0.107418,0.761293,0.602847,0
0.726587,0.539717,0.925161,0.712171,1
0.593673,0.351756,0.995012,0.465195,1
0.176403,0.334731,0.775699,0.570392,1
0.566447,0.709303,0.225736,0.141073,0
0.124662,0.327618,0.53199,0.474158,0
0.953127,0.849594,0.984095,0.128863,0
0.15799,0.812453,0.487874,0.173142,1
0.798392,0.504106,0.953639,0.300681,1
0.684882,0.888891,0.265241,0.814905,1
0.108952,0.675071,0.594912,0.199462,0
0.983744,0.956374,0.756917,0.782287,0
0.0495,0.32724,0.223941,0.206621,0
0.374381,0.688263,0.543509,0.531506,0
0.911666,0.44776,0.304272,0.656763,1
0.916867,0.339489,0.446821,0.529672,1
0.3456,0.790801,0.510036,0.133328,1
0.469406,0.301667,0.714397,0.438809,1
0.565806,0.592538,0.96585,0.594836,0
0.966609,0.924713,0.875839,0.372735,1
0.336259,0.186382,0.956206,0.203449,0
0.661948,0.647438,0.291412,0.916293,0
0.543579,0.20138,0.349308,0.977584,1
0.109842,0.331821,0.614124,0.075977,0
0.799228,0.494326,0.605536,0.839538,1
0.409635,0.341291,0.906747,0.505396,0
0.202006,0.088491,0.086544,0.177964,1
0.043051,0.405963,0.711314,0.727343,0
0.375853,0.411191,0.068233,0.013292,1
0.673992,0.053166,0.507405,0.755957,0
0.977699,0.904223,0.307419,0.192925,1
0.750099,0.000272,0.386088,0.135198,0
0.049948,0.608207,0.260669,0.745392,0
0.058258,0.940629,0.414596,0.115197,1
0.005714,0.527187,0.530182,0.045175,0
0.355227,0.890948,0.986751,0.82693,0
0.252903,0.928243,0.229005,0.892726,0
0.002117,0.632026,0.248764,0.318943,1
0.40145,0.35991,0.684557,0.698965,0
0.17154,0.997835,0.011002,0.596149,0
0.018291,0.039696,0.292019,0.8472,1
0.522257,0.788567,0.013488,0.511925,0
0.05776,0.735548,0.488189,0.876817,1
0.717924,0.749654,0.204992,0.505914,1
0.148619,0.969675,0.641765,0.29834,1
0.822986,0.395064,0.362077,0.097781,1
0.897399,0.347233,0.203751,0.878458,1
0.219145,0.78049,0.971294,0.558973,0
0.465885,0.90607,0.758886,0.224619,0
0.496898,0.334103,0.212898,0.744547,0
0.12108,0.500296,0.859328,0.314463,1
0.534824,0.903368,0.048382,0.808163,1
0.284554,0.593029,0.342708,0.27263,1
0.735695,0.56306,0.182496,0.840433,0
0.563723,0.470288,0.625006,0.233338,1
0.96632,0.341601,0.913693,0.942399,1
0.95103,0.428177,0.116487,0.677199,0
0.007705,0.983937,0.890385,0.037062,1
0.967332,0.908004,0.088252,0.552491,1
0.232351,0.336955,0.504829,0.686437,1
0.04261,0.219962,0.754035,0.381738,0
0.785238,0.711875,0.647765,0.345372,0
0.279559,0.235877,0.240139,0.227381,1
0.316865,0.05599,0.822511,0.56632,1
0.478806,0.443181,0.977915,0.895177,0
0.843496,0.530964,0.698425,0.434577,1
0.401521,0.892182,0.546257,0.158332,0
0.128482,0.003198,0.94505,0.884673,0
0.412602,0.182959,0.007134,0.33234,0
0.95086,0.653542,0.440774,0.570556,1
0.428582,0.278749,0.526477,0.889629,1
0.834614,0.771341,0.495013,0.523694,0
0.689678,0.70343,0.207214,0.6818,0
0.829153,0.69758,0.872367,0.668822,1
0.492857,0.588561,0.196137,0.241236,1
0.800415,0.002511,0.315739,0.410938,0
0.363474,0.91471,0.71063,0.766275,1
0.381435,0.986571,0.450718,0.684352,0
0.358034,0.300546,0.108949,0.921023,1
0.843661,0.773291,0.207747,0.61942,1
0.752704,0.38453,0.960582,0.279541,1
0.421292,0.988803,0.398421,0.908301,1
0.882956,0.748095,0.081989,0.185277,0
0.026921,0.525449,0.885072,0.438331,0
0.022377,0.48476,0.463615,0.711778,0
0.700487,0.391346,0.687973,0.641029,1
0.868565,0.531216,0.866394,0.680608,1
0.716616,0.49207,0.548412,0.274833,0
0.78656,0.307161,0.683888,0.918976,0
0.819803,0.132863,0.249694,0.899936,1
0.886606,0.773043,0.318846,0.7181,0
0.15713,0.976613,0.594398,0.332246,1
0.631373,0.458895,0.678954,0.882501,1
0.083065,0.75089,0.63425,0.852451,0
0.285879,0.346015,0.829784,0.023949,1
0.611913,0.486836,0.368672,0.006829,1
0.931881,0.043512,0.717623,0.834437,1
0.398519,0.82931,0.487088,0.423724,1
0.482488,0.175096,0.858565,0.426127,0
0.366196,0.092742,0.107481,0.040303,0
0.994302,0.872827,0.960498,0.048842,1
0.665002,0.712655,0.023633,0.71121,1
0.940377,0.193059,0.625853,0.251178,1
0.933104,0.778442,0.540764,0.735652,0
0.877126,0.048088,0.001561,0.124052,0
0.629169,0.263356,0.814861,0.045145,1
0.897379,0.081542,0.407794,0.100814,0
0.908609,0.673467,0.4921,0.377349,0
0.192625,0.754908,0.827297,0.553786,0
0.150063,0.887623,0.029747,0.75479,1
0.330928,0.719027,0.652398,0.854108,1
0.108493,0.717946,0.795428,0.746125,1
0.209234,0.046608,0.268084,0.516463,1
0.968866,0.822876,0.801933,0.032891,1
0.273313,0.591295,0.007939,0.757855,0
0.579535,0.244479,0.726296,0.632743,1
0.3302,0.91026,0.75716,0.863639,0
0.232532,0.65157,0.172966,0.494744,1
0.428374,0.790376,0.129629,0.043509,1
0.161136,0.015653,0.252274,0.714578,0
0.316752,0.216891,0.546518,0.131081,1
0.954928,0.257,0.242729,0.0364,0
0.979773,0.624743,0.369203,0.256794,0
0.596165,0.504694,0.751852,0.659405,1
0.950263,0.25742,0.077424,0.662275,1
0.499059,0.248166,0.419618,0.060529,0
0.729572,0.33685,0.574607,0.857377,1
0.057156,0.99657,0.01191,0.1114,0
0.2322,0.180606,0.889331,0.38796,1
0.036191,0.201327,0.937836,0.651898,0
0.943682,0.852464,0.696187,0.487485,1
0.388683,0.876189,0.166821,0.942375,1
0.707716,0.111505,0.736107,0.011786,1
0.056457,0.229532,0.314873,0.926991,1
0.082072,0.478643,0.138591,0.714804,1
0.146989,0.645027,0.797406,0.569232,1
0.123721,0.710572,0.521176,0.805205,0
0.603433,0.325757,0.290759,0.138203,1
0.902307,0.465449,0.961686,0.62762,0
0.232757,0.775483,0.784862,0.552212,0
0.917165,0.033952,0.103881,0.965813,0
0.104034,0.372338,0.177552,0.670556,1
0.789126,0.060514,0.241688,0.720902,1
0.739383,0.287996,0.652576,0.769959,0
0.421012,0.193199,0.402653,0.523885,0
0.684813,0.818765,0.782212,0.173216,0
0.984192,0.530266,0.453107,0.570775,0
0.854105,0.331887,0.644308,0.38474,0
0.175845,0.207167,0.420074,0.207026,1
0.811179,0.869461,0.511449,0.655538,0
0.581165,0.803578,0.710586,0.016125,0
0.586121,0.71852,0.431202,0.589853,1
0.593455,0.271805,0.107432,0.6487,0
0.429859,0.291701,0.96997,0.496665,0
0.483904,0.710117,0.426346,0.805572,0
0.216434,0.792367,0.10072,0.633367,0
0.109483,0.194717,0.357711,0.156654,1
0.980067,0.423262,0.682578,0.915117,1
0.070927,0.507132,0.84813,0.277084,1
0.320472,0.131153,0.805905,0.582578,1
0.292404,0.45695,0.727719,0.615763,0
0.684284,0.803418,0.270407,0.038844,0
0.131646,0.156896,0.990694,0.125748,1
0.939306,0.993405,0.267273,0.542688,1
0.459347,0.394356,0.71434,0.766979,0
0.982608,0.305626,0.104934,0.857527,1
0.251106,0.458172,0.318928,0.64605,1
0.987895,0.230834,0.547301,0.458182,1
0.165949,0.163411,0.722812,0.762437,1
0.021796,0.509043,0.832062,0.659156,0
0.921261,0.48335,0.998424,0.585079,1
0.903035,0.906738,0.815068,0.649433,1
0.21174,0.53199,0.307153,0.423076,0
0.4116,0.655395,0.945616,0.345277,1
0.023359,0.252266,0.899094,0.296243,0
0.799638,0.667944,0.452655,0.907268,1
0.799137,0.318139,0.726097,0.626172,0
0.855953,0.445791,0.639585,0.734422,1
0.708641,0.506507,0.607308,0.611691,1
0.341646,0.525073,0.65584,0.810742,0
0.154012,0.322845,0.133295,0.396377,0
0.939997,0.863829,0.481105,0.416674,1
0.532947,0.484963,0.755339,0.152938,0
0.4125,0.586066,0.672828,0.535295,0
0.275969,0.316243,0.719639,0.591093,1
0.290764,0.224892,0.888981,0.577204,1
0.711007,0.967856,0.476645,0.204893,0
0.472976,0.498705,0.287676,0.353943,1
0.556545,0.249399,0.646139,0.649658,0
0.581537,0.454699,0.943456,0.878624,0
0.784697,0.602127,0.001398,0.548521,0
0.310633,0.138997,0.870674,0.620846,1
0.451385,0.707064,0.36054,0.366,1
0.760385,0.873191,0.809814,0.981073,0
0.811751,0.030571,0.908349,0.707329,0
0.831968,0.260793,0.784063,0.735478,0
0.379539,0.332498,0.388543,0.966926,1
0.705094,0.802326,0.989047,0.502221,1
0.185243,0.022112,0.634949,0.518171,1
0.884587,0.276815,0.408222,0.651672,0
0.444839,0.479928,0.075373,0.178369,1
0.641588,0.028566,0.863898,0.026754,1
0.597884,0.002164,0.278496,0.665553,0
0.633891,0.140052,0.069141,0.867788,0
0.143532,0.86707,0.50475,0.355069,0
0.387695,0.760409,0.344476,0.22055,1
0.727589,0.251702,0.126017,0.485591,1
0.278873,0.409862,0.927588,0.146458,0
0.404382,0.726248,0.810473,0.967692,1
0.752018,0.333259,0.706373,0.979206,0
0.169374,0.908957,0.745852,0.362428,0
0.35599,0.721937,0.550798,0.01377,0
0.711834,0.615798,0.97492,0.240115,1
0.834265,0.999024,0.728709,0.050906,0
0.12671,0.053471,0.702608,0.584032,0
0.801001,0.656056,0.936434,0.001467,1
0.102816,0.370675,0.936148,0.900354,0
0.795207,0.130946,0.258835,0.683641,0
0.05974,0.307309,0.340929,0.345743,0
0.065939,0.405527,0.477038,0.121528,0
0.927923,0.512243,0.135211,0.303359,1
0.238976,0.380281,0.322412,0.777717,0
0.509801,0.096915,0.44038,0.412608,1
0.740724,0.159413,0.108574,0.766286,0
0.405444,0.19848,0.832851,0.13146,0
0.674299,0.839061,0.8103,0.464319,0
0.268528,0.82879,0.621759,0.822772,0
0.379949,0.333366,0.770369,0.443122,1
0.198995,0.571858,0.100133,0.879411,1
0.590704,0.398719,0.245062,0.311676,1
0.331273,0.032511,0.442139,0.361463,0
0.80851,0.097458,0.258304,0.903642,1
0.791874,0.235985,0.80587,0.62704,0
0.635727,0.812323,0.66284,0.519468,0
0.05922,0.278672,0.950513,0.992487,1
0.927548,0.803332,0.319102,0.47628,1
0.218117,0.952486,0.712684,0.106588,1
0.298312,0.599131,0.651867,0.121796,0
0.050056,0.501076,0.815089,0.485347,1
0.951764,0.323484,0.83097,0.844995,1
0.494445,0.946029,0.844549,0.688032,1
0.896837,0.858695,0.489605,0.255239,0
0.007011,0.245275,0.654835,0.018147,0
0.295287,0.746118,0.415211,0.222806,1
0.034445,0.946277,0.016881,0.129396,1
0.563649,0.35689,0.874629,0.280631,0
0.002503,0.845472,0.05443,0.90131,0
0.120693,0.28716,0.092433,0.814556,0
0.050122,0.380332,0.382311,0.936641,1
0.098901,0.512393,0.435355,0.858378,0
0.694254,0.337008,0.868981,0.109499,1
0.962345,0.2189,0.869084,0.53611,0
0.850589,0.64278,0.726919,0.911927,0
0.769521,0.349792,0.789306,0.575129,0
0.43871,0.480498,0.601055,0.617795,1
0.380931,0.63516,0.251531,0.840748,1
0.249754,0.048237,0.868854,0.842746,0
0.933636,0.219045,0.802142,0.312699,1
0.819513,0.944152,0.635078,0.583537,1
0.250806,0.373788,0.612826,0.837965,0
0.404238,0.768421,0.615271,0.480355,1
0.366041,0.950801,0.745547,0.904733,0
0.091968,0.112519,0.649851,0.77069,0
0.415658,0.296717,0.305394,0.552608,1
0.492009,0.377914,0.180742,0.589593,1
0.961662,0.003077,0.899941,0.032754,0
0.707853,0.197062,0.785137,0.627849,1
0.07964,0.884459,0.62509,0.221916,0
0.400651,0.537454,0.508019,0.812779,0
0.663791,0.732392,0.558591,0.132511,1
0.596774,0.630031,0.198598,0.657697,0
0.384477,0.268869,0.25145,0.452079,0
0.620737,0.722293,0.104601,0.56848,1
0.343813,0.822243,0.293572,0.682944,1
0.48399,0.344315,0.715845,0.764312,0
0.380012,0.149524,0.953352,0.609263,1
0.087407,0.784882,0.924827,0.190065,1
0.82324,0.626913,0.477967,0.65562,0
0.019001,0.700775,0.111993,0.762689,1
0.739944,0.375442,0.11121,0.273184,0
0.553289,0.97077,0.878271,0.197725,0
0.172683,0.235594,0.691291,0.998526,0
0.261105,0.322341,0.324796,0.86317,0
0.443371,0.95854,0.027086,0.697221,0
0.348654,0.407957,0.23018,0.590779,0
0.99271,0.370702,0.459171,0.000529,1
0.611723,0.192565,0.720125,0.663676,0
0.445274,0.146894,0.700805,0.715597,1
0.140888,0.703757,0.458538,0.850632,1
0.207644,0.37854,0.726289,0.707813,0
0.205478,0.095892,0.83334,0.229791,1
0.286074,0.573676,0.048717,0.881803,1
0.135605,0.709334,0.156002,0.782877,0
0.321929,0.471758,0.587622,0.809538,1
0.369233,0.169213,0.404014,0.046506,0
0.018791,0.313608,0.927328,0.839915,1
0.412177,0.203951,0.562769,0.14475,1
0.714065,0.064281,0.381296,0.015201,1
0.908981,0.122725,0.111327,0.925339,1
0.546622,0.604822,0.073668,0.693635,1
0.645502,0.394929,0.833801,0.395362,1
0.874754,0.809456,0.721837,0.849895,0
0.99549,0.395482,0.020205,0.998029,0
0.095071,0.741699,0.150543,0.912322,0
0.135345,0.812659,0.265264,0.577383,1
0.68092,0.251837,0.047168,0.016608,0
0.643969,0.17845,0.993536,0.321359,0
0.786494,0.713641,0.96509,0.779026,0
0.722137,0.72703,0.620545,0.815992,0
0.389735,0.187965,0.774995,0.086604,1
0.758622,0.874467,0.833838,0.574863,1
0.431978,0.147763,0.479102,0.564258,1
0.021689,0.156954,0.061565,0.438637,1
0.176162,0.511926,0.66876,0.446953,1
0.049522,0.755415,0.375352,0.255621,1
0.001984,0.965084,0.21263,0.687416,0
0.978003,0.315184,0.660406,0.229428,0
0.648789,0.524815,0.897658,0.274994,1
0.305648,0.871665,0.771704,0.326936,1
0.128802,0.794072,0.558374,0.993181,0
0.173524,0.840473,0.45296,0.898567,0
0.567055,0.611265,0.087032,0.900705,1
0.37028,0.677531,0.216321,0.972382,0
0.360967,0.835939,0.848447,0.997057,0
0.357031,0.498767,0.421945,0.066074,0
0.790828,0.732266,0.283668,0.597181,1
0.16171,0.632648,0.613343,0.501528,0
0.448134,0.868296,0.977279,0.338313,0
0.848936,0.224317,0.133901,0.873819,1
0.543535,0.461033,0.359996,0.285588,1
0.203898,0.160694,0.084647,0.566105,1
0.233916,0.380784,0.991543,0.160881,1
0.567436,0.883241,0.61184,0.226274,0
0.837905,0.512169,0.084213,0.143856,0
0.119287,0.3568,0.830709,0.507117,0
0.488302,0.944993,0.383512,0.643774,0
0.371064,0.528408,0.574159,0.857373,1
0.240115,0.590973,0.58767,0.792236,1
0.496066,0.450302,0.192794,0.146783,1
0.837064,0.382549,0.233623,0.129258,0
0.87992,0.850579,0.150763,0.03924,0
0.475153,0.565783,0.979899,0.200286,1
0.04479,0.512737,0.207929,0.137923,0
0.666098,0.449932,0.111131,0.137879,1
0.220694,0.417021,0.526704,0.693375,0
0.117826,0.142519,0.427643,0.85487,1
0.817969,0.776961,0.424863,0.714116,1
0.216001,0.38358,0.519276,0.519487,0
0.824863,0.831684,0.201268,0.664186,1
0.189847,0.530688,0.464501,0.977232,1
0.929877,0.507224,0.665296,0.218953,1
0.18078,0.529,0.871455,0.685937,1
0.501423,0.422867,0.751499,0.794204,0
0.871018,0.699833,0.244025,0.737952,0
0.014359,0.667015,0.783136,0.339118,0
0.935251,0.172552,0.507977,0.739113,0
0.309069,0.444848,0.552703,0.083856,1
0.986484,0.787395,0.209411,0.99221,1
0.444353,0.086735,0.6057,0.70177,1
0.456002,0.253411,0.708507,0.449471,1
0.239078,0.842089,0.908794,0.820399,0
0.950765,0.204448,0.045372,0.02437,1
0.094413,0.554478,0.91745,0.727915,1
0.856495,0.539885,0.315899,0.333811,0
0.751622,0.377447,0.751252,0.130937,1
0.887224,0.664619,0.547689,0.752093,1
0.252439,0.861224,0.023899,0.798588,1
0.314909,0.02271,0.832663,0.858151,1
0.581837,0.396664,0.4608,0.130173,0
0.012505,0.848548,0.033323,0.768888,1
0.298638,0.047703,0.817769,0.667818,1
0.592223,0.621484,0.868869,0.012565,0
0.885497,0.546597,0.49401,0.537119,0
0.876289,0.199815,0.658651,0.721076,1
0.112618,0.669339,0.971533,0.0629,1
0.478063,0.017601,0.802793,0.476676,0
0.493224,0.604611,0.1934,0.847755,0
0.291734,0.762855,0.297472,0.094285,0
0.945411,0.065194,0.423074,0.57505,1
0.855668,0.484009,0.326416,0.449464,1
0.605361,0.044481,0.152054,0.322744,1
0.373088,0.076082,0.649748,0.788577,1
0.591763,0.175002,0.544416,0.095968,0
0.71195,0.959689,0.983147,0.450783,0
0.009213,0.739504,0.76106,0.012205,0
0.167918,0.818935,0.836512,0.025719,0
0.143423,0.160007,0.261178,0.76098,0
0.837236,0.16235,0.707387,0.380788,0
0.710941,0.028403,0.226989,0.856078,1
0.460996,0.319216,0.069811,0.673619,1
0.124141,0.133862,0.915903,0.005139,0
0.553057,0.671905,0.546497,0.305901,1
0.459454,0.538973,0.32781,0.458443,0
0.820342,0.155862,0.445362,0.144094,1
0.16686,0.590643,0.524215,0.659184,1
0.158381,0.215419,0.421407,0.09682,1
0.955947,0.761086,0.027174,0.477345,1
0.042916,0.866469,0.65204,0.348917,1
0.973786,0.599778,0.620555,0.49381,0
0.205757,0.020511,0.255164,0.730708,1
0.130961,0.8705,0.760299,0.831281,0
0.086147,0.069492,0.547042,0.267081,0
0.554949,0.128848,0.577689,0.299973,0
0.333802,0.648078,0.373257,0.097925,1
0.000681,0.86435,0.77459,0.681548,0
0.601232,0.920767,0.757004,0.791811,1
0.563686,0.804225,0.369103,0.696423,1
0.767298,0.39477,0.80047,0.55118,0
0.699986,0.497152,0.560692,0.393422,1
0.272037,0.446795,0.834266,0.300132,0
0.459951,0.245031,0.684064,0.386422,0
0.262667,0.429871,0.693394,0.749853,1
0.288744,0.753719,0.924775,0.63979,1
0.487544,0.849634,0.261902,0.789804,1
0.183969,0.964083,0.755293,0.820695,0
0.336406,0.474525,0.505151,0.739441,1
0.024963,0.083687,0.51953,0.237629,1
0.407802,0.953544,0.801249,0.682119,1
0.774197,0.226777,0.90866,0.339152,0
0.22688,0.8203,0.653658,0.160243,1
0.971696,0.006271,0.81723,0.12211,1
0.581347,0.183248,0.138735,0.504268,0
0.275984,0.836964,0.197695,0.71856,1
0.485246,0.124652,0.372495,0.30991,0
0.996126,0.964157,0.411699,0.585101,1
0.726066,0.831233,0.644116,0.0588,0
0.949426,0.945548,0.837123,0.284384,1
0.336205,0.76129,0.508403,0.437692,1
0.232729,0.457661,0.480807,0.643221,1
0.228483,0.731569,0.714246,0.703294,1
0.445383,0.169227,0.545908,0.704818,0
0.916967,0.830068,0.116797,0.060196,0
0.771803,0.393511,0.988036,0.805685,0
0.392432,0.017391,0.71545,0.31234,1
0.273636,0.782074,0.440165,0.084913,1
0.354762,0.576563,0.961188,0.083849,1
0.539676,0.653597,0.161839,0.789805,0
0.48622,0.723933,0.079025,0.014344,1
0.140747,0.728807,0.592882,0.931066,1
0.808639,0.626404,0.412225,0.520505,1
0.692137,0.486832,0.08699,0.696666,1
0.75468,0.437374,0.091615,0.444775,1
0.002562,0.545608,0.038806,0.613948,0
0.236353,0.248998,0.864299,0.473049,0
0.019597,0.116189,0.516766,0.669223,0
0.074395,0.985097,0.661185,0.157019,1
0.761383,0.584039,0.321306,0.4111,0
0.918921,0.136531,0.072847,0.356772,0
0.476723,0.88526,0.951487,0.182519,1
0.688134,0.711632,0.944184,0.792269,0
0.43037,0.029086,0.167083,0.2397,0
0.443197,0.707287,0.53366,0.38528,1
0.440704,0.189998,0.855419,0.704348,0
0.372332,0.865225,0.483999,0.93129,0
0.911512,0.71997,0.707685,0.052641,1
0.908281,0.076429,0.733879,0.128572,0
0.509994,0.631515,0.450356,0.941359,0
0.166865,0.067033,0.583147,0.832764,0
0.536543,0.393382,0.283254,0.784462,1
0.687056,0.697617,0.490208,0.596581,1
0.841772,0.476903,0.020062,0.516194,1
0.343302,0.218289,0.667516,0.632548,0
0.638096,0.1311,0.193356,0.854479,0
0.348187,0.078187,0.891797,0.685942,0
0.824349,0.034101,0.4171,0.242523,1
0.910666,0.285067,0.035439,0.334306,1
0.663505,0.564384,0.810049,0.434602,1
0.913421,0.526261,0.66353,0.817171,0
0.351649,0.141603,0.898761,0.80549,1
0.980752,0.437534,0.038449,0.745959,0
0.903298,0.419208,0.947254,0.390446,0
0.86292,0.085204,0.828164,0.593394,0
0.368919,0.570238,0.329722,0.346625,0
0.724583,0.491844,0.613956,0.565677,1
0.57361,0.181068,0.161443,0.939741,0
0.40973,0.360268,0.793505,0.85512,1
0.012998,0.554052,0.36566,0.566981,1
0.739096,0.932927,0.149243,0.969296,0
0.369806,0.676733,0.136507,0.483121,0
0.769921,0.508408,0.54811,0.760591,1
0.496576,0.169923,0.733222,0.276506,1
0.588874,0.064874,0.979041,0.735945,1
0.830185,0.168018,0.817613,0.821162,1
0.123163,0.18032,0.875382,0.699957,1
0.955758,0.945996,0.003522,0.206224,0
0.033363,0.494562,0.706748,0.581901,0
0.724336,0.859128,0.846179,0.373914,1
0.622243,0.59839,0.35026,0.267221,1
0.042921,0.769339,0.729482,0.531976,1
0.179306,0.807817,0.787546,0.847751,1
0.639464,0.505322,0.540031,0.820423,1
